return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-01660057,ORD-81852190,CUST-6587,chelsea.thompson@gmail.com,2026-01-19,Item arrived late,Refund,0.0,Web,ONLINE,Google Pay
RTN-42971828,ORD-48378594,CUST-5895,hannah.martinez@yahoo.com,2026-08-05,Changed mind,Refund,504.08,Ebay,ONLINE,Credit Card
RTN-02032508,ORD-54443619,CUST-5528,eric.moore@yahoo.com,2026-01-28,Changed mind,Refund,1889.75,Web,ONLINE,Credit Card
RTN-32672041,ORD-54443619,CUST-5528,eric.moore@yahoo.com,2026-02-02,Found a better price,Refund,375.04,Web,ONLINE,Credit Card
RTN-73548668,ORD-92865025,CUST-7646,jamie.chavez@hotmail.com,2026-01-23,No longer needed,Refund,816.97,Web,ONLINE,Credit Card
RTN-74522742,ORD-25601946,GUEST-101217,ritarogers@example.org,2026-01-05,Arrived damaged,Refund,489.48,Phone,CSR-0015,Credit Card
RTN-71325573,ORD-85221604,CUST-8774,janet.taylor@gmail.com,2026-01-03,Found a better price,Refund,2874.86,Phone,CSR-0005,Apple Pay
RTN-17258223,ORD-46062327,CUST-6664,damon.powers@hotmail.com,2026-01-06,Found a better price,Refund,655.7,Ebay,ONLINE,Apple Pay
RTN-29924093,ORD-67962802,CUST-9817,stephen.scott@yahoo.com,2026-01-07,Item arrived late,Refund,219.0,Web,ONLINE,Credit Card
RTN-09018225,ORD-67962802,CUST-9817,stephen.scott@yahoo.com,2026-02-07,Item arrived late,Refund,0.0,Web,ONLINE,Credit Card
RTN-55727070,ORD-89330215,CUST-7479,kimberly.matthews@gmail.com,2026-02-23,Defective,Refund,456.51,Web,ONLINE,Apple Pay
RTN-30217231,ORD-30855010,CUST-6638,daniel.johnston@hotmail.com,2026-01-28,Item arrived late,Refund,329.86,Web,ONLINE,Credit Card
RTN-29978949,ORD-57771067,CUST-6683,jaime.clarke@yahoo.com,2026-01-02,No longer needed,Refund,852.55,WEB,ONLINE,Credit Card
RTN-55253429,ORD-03690350,CUST-5959,zachary.mitchell@hotmail.com,2026-01-28,Found a better price,Refund,119.25,WEB,ONLINE,Apple Pay
RTN-66964742,ORD-03690350,CUST-5959,zachary.mitchell@hotmail.com,2026-02-19,  Item arrived late  ,Refund,0.0,  web  ,ONLINE,Apple Pay
RTN-34297931,ORD-74432698,CUST-5122,erica.rubio@yahoo.com,2026-01-23,Item arrived late,Refund,216.13,Ebay,ONLINE,PayPal
RTN-82513021,ORD-74432698,CUST-5122,erica.rubio@yahoo.com,2026-02-07,  Product did not match description  ,Refund,350.35,Ebay,ONLINE,PayPal
RTN-09281647,ORD-56100308,CUST-5783,mark.pace@hotmail.com,2026-01-21,No longer needed,Refund,145.4,Web,ONLINE,Credit Card
RTN-47055743,ORD-53329796,CUST-6703,brian.baker@gmail.com,2026-01-18,No longer needed,Refund,259.32,Phone,CSR-0014,PayPal
RTN-66188112,ORD-90568089,CUST-9868,jesse.white@gmail.com,2026-01-12,Found a better price,Refund,1701.42,Web,ONLINE,Credit Card
RTN-72898942,ORD-37860816,GUEST-102623,amandageorge@example.net,2026-01-06,Defective,Refund,960.04,Phone,CSR-0004,Credit Card
RTN-12628799,ORD-60239774,GUEST-103387,kgarcia@example.net,2026-01-11,  Defective ,refund,535.53,Social Media,ONLINE,PayPal
RTN-77456995,ORD-60239774,GUEST-103387,kgarcia@example.net,2026-03-05,Found a better price,Refund,0.0,Social Media,ONLINE,PayPal
RTN-67012039,ORD-25506491,GUEST-101495,zcollins@example.com,2026-01-30,Wrong item,Refund,2079.19,Web,ONLINE,ACH
RTN-28001584,ORD-29427317,CUST-9209,laura.cross@yahoo.com,2026-01-26,Item arrived late,Refund,662.4,Phone,CSR-0008,Credit Card
RTN-09304431,ORD-62444639,GUEST-101557,qchurch@example.com,2026-01-11,Product did not match description,Refund,1189.46,Web,ONLINE,Credit Card
RTN-04523854,ORD-49730450,CUST-10234,emma.shelton@yahoo.com,2026-01-13,Changed mind,Refund,137.76,Web,ONLINE,Credit Card
RTN-58784153,ORD-95543500,GUEST-101218,tonya45@example.net,2026-01-07,Wrong item,Refund,503.5,Web,ONLINE,Apple Pay
RTN-53167003,ORD-22102023,CUST-6904,michael.diaz@gmail.com,2026-01-08,Defective,Refund,3917.13,Web,ONLINE,Credit Card
RTN-99230452,ORD-76527454,CUST-5758,lauren.galloway@gmail.com,2026-01-19,Found a better price,Refund,84.96,Social Media,ONLINE,PayPal
RTN-38669557,ORD-70198128,GUEST-100065,michellegreen@example.com,2026-01-19,Changed mind,Refund,235.25,Web,ONLINE,Credit Card
RTN-36313686,ORD-34206162,GUEST-101936,brookstammy@example.com,2026-01-21,Found a better price,REFUND,346.22,Phone,CSR-0019,Apple Pay
RTN-49509284,ORD-34206162,GUEST-101936,brookstammy@example.com,2026-01-29,ITEM ARRIVED LATE,Refund,424.47,Phone,CSR-0019,Apple Pay
RTN-98391854,ORD-51491254,CUST-11049,anne.santiago@gmail.com,2026-01-29,Defective,Refund,562.77,Ebay,ONLINE,PayPal
RTN-23265949,ORD-47012856,CUST-5693,benjamin.curry@yahoo.com,2026-01-13,No longer needed,Refund,99.33,Phone,CSR-0002,Credit Card
RTN-12724659,ORD-02101720,GUEST-101496,oliviagoodman@example.net,2026-01-27,Found a better price,Refund,261.23,Web,ONLINE,Credit Card
RTN-01731985,ORD-38502932,GUEST-103893,matthew92@example.net,2026-03-17,Changed mind,Refund,119.63,Web,ONLINE,Credit Card
RTN-34890729,ORD-16353849,CUST-10437,shelley.taylor@yahoo.com,2026-02-03,Damaged in transit,Refund,576.52,Web,ONLINE,Credit Card
RTN-98731040,ORD-71925212,CUST-7508,sara.salinas@gmail.com,2026-01-21,Arrived damaged,Refund,821.95,Web,ONLINE,Credit Card
RTN-22576207,ORD-62661210,CUST-10462,david.nicholson@gmail.com,2026-01-20,Found a better price,  Refund ,354.45,Social Media,ONLINE,Credit Card
RTN-73298939,ORD-64111711,GUEST-103696,brent44@example.net,2026-02-01,Product did not match description,Refund,1806.63,Web,ONLINE,Credit Card
RTN-22557480,ORD-25816821,CUST-9000,patrick.king@hotmail.com,2026-02-07,Changed mind,Refund,1133.25,Web,ONLINE,Credit Card
RTN-65814434,ORD-06481914,GUEST-101997,stanleykara@example.org,2026-02-05,No longer needed,Refund,1076.61,Ebay,ONLINE,Credit Card
RTN-04453543,ORD-59068881,CUST-6384,courtney.mooney@hotmail.com,2026-02-06,Product did not match description,Refund,60.5,Social Media,ONLINE,Credit Card
RTN-84054895,ORD-13613506,CUST-5130,kathleen.harris@hotmail.com,2026-01-28,Arrived damaged,REFUND,718.98,Web,ONLINE,Credit Card
RTN-78062186,ORD-10207765,CUST-8241,jorge.young@gmail.com,2026-04-04,Product did not match description,Refund,1451.47,Web,ONLINE,Credit Card
RTN-57206830,ORD-25412140,CUST-9852,jennifer.campbell@gmail.com,2026-01-30,Damaged in transit,  refund  ,102.72,Social Media,ONLINE,PayPal
RTN-64226436,ORD-89718244,CUST-7189,wendy.mcclain@hotmail.com,2026-02-03,Product did not match description,Refund,1534.6,Social Media,ONLINE,Apple Pay
RTN-34081226,ORD-70745512,CUST-10024,johnny.jones@hotmail.com,2026-01-15,Arrived damaged,Refund,1405.52,  Social Media ,ONLINE,Google Pay
RTN-22910243,ORD-12455255,CUST-5430,melinda.delacruz@gmail.com,2026-01-28,Damaged in transit,Refund,2404.42,Web,ONLINE,PayPal
RTN-41345089,ORD-04984438,GUEST-102858,littlederek@example.com,2026-01-27,Product did not match description,Refund,382.39,SOCIAL MEDIA,ONLINE,PayPal
RTN-18154786,ORD-66970225,CUST-8443,dawn.dennis@yahoo.com,2026-02-09,Wrong item,Refund,400.94,Web,ONLINE,ACH
RTN-20677850,ORD-08710594,GUEST-102868,jennifer88@example.com,2026-04-04,No longer needed,REFUND,69.24,Web,ONLINE,Google Pay
RTN-63549461,ORD-72854654,CUST-10356,angela.rowland@gmail.com,2026-01-21,Product did not match description,Refund,1219.04,Phone,CSR-0007,Credit Card
RTN-49285060,ORD-82865220,CUST-7884,gary.duncan@gmail.com,2026-02-24,Changed mind,Refund,405.94,Social Media,,Credit Card
RTN-36923590,ORD-85506696,CUST-6774,dominique.chavez@gmail.com,2026-02-05,No longer needed,Refund,786.65,Social Media,ONLINE,PayPal
RTN-41944288,ORD-17963252,CUST-10944,christian.johnson@yahoo.com,2026-02-05,Wrong item,Refund,1124.62,Web,ONLINE,Credit Card
RTN-88544409,ORD-47813373,CUST-9296,pamela.williams@hotmail.com,2026-01-17,Found a better price,Refund,3722.31,Web,ONLINE,Credit Card
RTN-71231602,ORD-95160631,CUST-8762,morgan.howard@gmail.com,2026-01-26,No longer needed,Refund,26.67,Social Media,ONLINE,Credit Card
RTN-84899651,ORD-67644658,CUST-8138,james.henson@gmail.com,2026-02-14,Product did not match description,Refund,2753.8,NewEgg,ONLINE,Credit Card
RTN-82008349,ORD-95708204,CUST-6861,matthew.clark@hotmail.com,2026-02-15,Found a better price,Refund,1793.92,Web,ONLINE,Credit Card
RTN-89236150,ORD-43123301,CUST-10095,kathryn.rodriguez@yahoo.com,2026-03-31,Item arrived late,Refund,4425.54,  Social Media ,ONLINE,Credit Card
RTN-30997773,ORD-35345129,CUST-7609,linda.newman@gmail.com,2026-03-19,Wrong item,Refund,3212.26, Web  ,ONLINE,PayPal
RTN-11871003,ORD-28822899,CUST-7565,gary.hanna@hotmail.com,2026-03-24,Item arrived late,Refund,1681.95,Web,ONLINE,PayPal
RTN-26013911,ORD-54494691,CUST-10585,edward.bright@hotmail.com,2026-01-19,No longer needed,Refund,211.2,Web,ONLINE,ACH
RTN-55471386,ORD-12275944,GUEST-102823,tiffany17@example.org,2026-03-08,Wrong item,REFUND,169.43,Social Media,ONLINE,Credit Card
RTN-28243238,ORD-63713540,CUST-6808,clayton.young@yahoo.com,2026-02-10,Arrived damaged,Refund,815.93,Web,ONLINE,Apple Pay
RTN-90732365,ORD-55229803,CUST-9861,shane.brown@gmail.com,2026-03-19,Changed mind,Refund,264.54,Web,ONLINE,Credit Card
RTN-62795471,ORD-72088066,GUEST-102953,roy71@example.org,2026-03-07,Changed mind,Refund,163.58,Phone,,PayPal
RTN-74428554,ORD-13970952,GUEST-101089,michaeldaniels@example.org,2026-02-04,Arrived damaged,Refund,2775.17,Web,ONLINE,Credit Card
RTN-63448603,ORD-45426699,CUST-10981,douglas.ramirez@hotmail.com,2026-02-04,Item arrived late,Refund,905.1,phone,CSR-0017,Credit Card
RTN-33132382,ORD-51012394,GUEST-100589,rileymichael@example.net,2026-02-11,Damaged in transit,Refund,1063.83,Social Media,ONLINE,Google Pay
RTN-62706630,ORD-39706540,GUEST-102555,zjennings@example.org,2026-02-10,Defective,Refund,1536.85,Web,ONLINE,Credit Card
RTN-48398959,ORD-48909744,CUST-8478,andrew.richards@yahoo.com,2026-03-29,Wrong item,Refund,1989.6,Web,ONLINE,Credit Card
RTN-08014104,ORD-91480420,CUST-9672,denise.johnston@hotmail.com,2026-01-27,Found a better price,Refund,920.01,Social Media,ONLINE,PayPal
RTN-38801804,ORD-77544003,CUST-5374,mark.lee@gmail.com,2026-02-15,Wrong item,Refund,1028.05,Ebay,ONLINE,Credit Card
RTN-49677339,ORD-77544003,CUST-5374,mark.lee@gmail.com,2026-03-01,Found a better price,Refund,0.0,Ebay,ONLINE,Credit Card
RTN-22646237,ORD-85287188,GUEST-101084,clarkconnor@example.net,2026-02-05,No longer needed,Refund,44.9,Web,ONLINE,Credit Card
RTN-69509311,ORD-64029136,CUST-7815,samantha.sutton@hotmail.com,2026-02-20,Defective,Refund,3118.21,NewEgg,ONLINE,Credit Card
RTN-92690744,ORD-52266085,GUEST-102708,wharmon@example.net,2026-01-29,Product did not match description,Refund,1976.1,Ebay,ONLINE,Google Pay
RTN-67088170,ORD-77077392,CUST-9609,laura.harvey@gmail.com,2026-02-15,Changed mind,Refund,324.64,Phone,CSR-0010,Credit Card
RTN-70671840,ORD-00064669,CUST-7938,robert.campos@yahoo.com,2026-06-24,Item arrived late,Refund,2090.55,Web,ONLINE,Apple Pay
RTN-40287356,ORD-00064669,CUST-7938,robert.campos@yahoo.com,2026-07-25,No longer needed,Refund,1472.93,Web,ONLINE,Apple Pay
RTN-45431395,ORD-33797008,CUST-8390,james.chandler@yahoo.com,2026-02-20,No longer needed,Refund,1445.12,ebay,ONLINE,PayPal
RTN-08353996,ORD-56266019,GUEST-100043,ygentry@example.org,2026-02-08,Defective,Refund,270.0,Web,ONLINE,PayPal
RTN-58430264,ORD-56266019,GUEST-100043,ygentry@example.org,2026-02-22,Defective,Refund,0.0,Web,ONLINE,PayPal
RTN-35466975,ORD-39477832,CUST-6389,haley.wade@gmail.com,2026-03-14,Wrong item,Refund,1392.03, Social Media  ,ONLINE,Credit Card
RTN-89842293,ORD-04679071,CUST-7991,erik.arias@hotmail.com,2026-02-22,Found a better price,Refund,795.93,Web,ONLINE,Credit Card
RTN-41213528,ORD-19349043,CUST-5316,maria.harrison@hotmail.com,2026-02-22,  Arrived damaged ,Refund,254.28,Social Media,,Credit Card
RTN-18539865,ORD-38018997,CUST-9252,lisa.horton@hotmail.com,2026-01-31,Changed mind,Refund,932.24,Ebay,ONLINE,Credit Card
RTN-11884196,ORD-88304946,GUEST-103757,maryhughes@example.org,2026-02-07,No longer needed,Refund,735.46,NewEgg,ONLINE,PayPal
RTN-80223044,ORD-88304946,GUEST-103757,maryhughes@example.org,2026-02-23,Item arrived late, Refund ,0.0,NewEgg,ONLINE,PayPal
RTN-39539402,ORD-33622555,CUST-8386,lori.miller@gmail.com,2026-02-12,Arrived damaged,Refund,1214.29,Web,ONLINE,Credit Card
RTN-60579380,ORD-95158194,GUEST-101914,johnsondavid@example.net,2026-02-27,Arrived damaged,Refund,1395.27,Web,ONLINE,Apple Pay
RTN-71303410,ORD-50778563,CUST-8350,antonio.sutton@gmail.com,2026-02-11,Item arrived late,Refund,577.28,Web,ONLINE,Credit Card
RTN-42358135,ORD-24669020,GUEST-100608,rbell@example.org,2026-02-20,Damaged in transit,Refund,507.41,Web,ONLINE,PayPal
RTN-85262659,ORD-93618929,CUST-5764,bruce.thompson@yahoo.com,2026-02-13,Wrong item,Refund,555.07,Phone,CSR-0003,Credit Card
RTN-43068726,ORD-53664843,CUST-10931,christopher.santos@yahoo.com,2026-02-14,  Found a better price ,Refund,180.04,Ebay,ONLINE,Credit Card
RTN-11537534,ORD-62624342,CUST-5849,ashley.winters@yahoo.com,2026-02-20,Found a better price,Refund,1353.58,Web,ONLINE,Credit Card
RTN-08673285,ORD-99068201,CUST-5311,mark.gonzalez@hotmail.com,2026-02-13,Arrived damaged,Refund,1344.4,Web,ONLINE,Credit Card
RTN-92092999,ORD-55788229,CUST-10915,david.mason@yahoo.com,2026-03-01,Defective,Refund,679.59,  Social Media ,ONLINE,Apple Pay
RTN-58545369,ORD-54333285,CUST-7705,jason.coleman@hotmail.com,2026-02-19,Wrong item,Refund,1851.07,Web,ONLINE,Credit Card
RTN-99595432,ORD-13525795,GUEST-102587,emoyer@example.org,2026-02-14,Item arrived late,Refund,44.92,Web,ONLINE,Credit Card
RTN-86623329,ORD-41870792,CUST-5500,angela.graham@yahoo.com,2026-02-19,Product did not match description,Refund,1931.64,Social Media,ONLINE,PayPal
RTN-32146222,ORD-60089315,CUST-5386,christopher.lucas@yahoo.com,2026-03-21,  Changed mind ,Refund,978.35,Phone,CSR-0010,PayPal
RTN-29620577,ORD-37541118,GUEST-103772,rgray@example.net,2026-02-07,Defective,Refund,356.3,Social Media,ONLINE,Credit Card
RTN-97886332,ORD-87275278,GUEST-101234,nancycooper@example.com,2026-02-15,Found a better price,Refund,194.82,Social Media,ONLINE,PayPal
RTN-81046803,ORD-13835532,GUEST-101767,ysmith@example.com,2026-02-16,Changed mind,Refund,551.9,Web,ONLINE,Apple Pay
RTN-29549565,ORD-51588107,CUST-7561,luis.smith@gmail.com,2026-03-07,Arrived damaged,Refund,3985.11,Phone,CSR-0008,Credit Card
RTN-31205397,ORD-98774979,CUST-5344,william.james@yahoo.com,2026-02-22,Found a better price, Refund ,57.43,Social Media,ONLINE,Credit Card
RTN-99151690,ORD-98774979,CUST-5344,william.james@yahoo.com,2026-03-05,Item arrived late,Refund,396.04,Social Media,ONLINE,Credit Card
RTN-37147359,ORD-88220205,CUST-6770,daniel.ballard@yahoo.com,2026-02-23,Found a better price,Refund,1486.97,Social Media,ONLINE,Credit Card
RTN-43948933,ORD-85567961,CUST-8036,anthony.bell@hotmail.com,2026-02-19,Damaged in transit,Refund,224.29,Phone,CSR-0006,PayPal
RTN-88861654,ORD-31197007,GUEST-100988,mathewsjennifer@example.com,2026-04-20,Product did not match description,Refund,1058.11,Phone,CSR-0017,Google Pay
RTN-64458528,ORD-26085820,GUEST-103527,sanchezfrancis@example.net,2026-02-16,Product did not match description,Refund,1580.92,  Web  ,ONLINE,Credit Card
RTN-31470517,ORD-26085820,GUEST-103527,sanchezfrancis@example.net,2026-03-15,Wrong item,Refund,835.98,Web,ONLINE,Credit Card
RTN-64217231,ORD-26254994,CUST-6812,nicholas.mitchell@hotmail.com,2026-02-24,Found a better price,Refund,375.95,Phone,CSR-0005,Credit Card
RTN-01984774,ORD-84542458,GUEST-102425,crystalhaynes@example.com,2026-02-25,Damaged in transit,Refund,423.16,Social Media,ONLINE,Credit Card
RTN-12827177,ORD-06728389,CUST-6157,david.dorsey@gmail.com,2026-02-20,Wrong item,Refund,4857.83,Web,ONLINE,Google Pay
RTN-88543155,ORD-01732359,CUST-9123,jennifer.berger@gmail.com,2026-02-15,Defective,Refund,34.78,Web,ONLINE,Apple Pay
RTN-46437349,ORD-28304511,CUST-5464,aaron.munoz@gmail.com,2026-10-29,Damaged in transit,Refund,808.85,Phone,CSR-0020,Credit Card
RTN-88057298,ORD-87842345,CUST-9584,laura.hernandez@hotmail.com,2026-03-15,Product did not match description,Refund,3469.43,Phone,CSR-0006,PayPal
RTN-85795095,ORD-20392819,CUST-10833,zachary.hoover@yahoo.com,2026-02-24,Defective,Refund,1498.18,Ebay,ONLINE,Credit Card
RTN-39700462,ORD-34263669,CUST-5927,mary.russell@hotmail.com,2026-03-03,Changed mind,  Refund ,647.5,Web,ONLINE,Credit Card
RTN-17718650,ORD-32492879,CUST-7903,gary.carter@gmail.com,2026-12-22,Product did not match description,Refund,260.34,Web,ONLINE,Credit Card
RTN-34047216,ORD-01491216,CUST-5281,madison.cortez@yahoo.com,2026-03-31,Defective,Refund,2536.08,Web,ONLINE,Google Pay
RTN-79199792,ORD-64214772,CUST-6342,christine.ruiz@hotmail.com,2026-03-06,Item arrived late,Refund,1618.83,Social Media,ONLINE,Credit Card
RTN-53707334,ORD-64214772,CUST-6342,christine.ruiz@hotmail.com,2026-03-17,Product did not match description,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-02553995,ORD-80197442,GUEST-100619,chloejensen@example.net,2026-03-08,Found a better price,Refund,68.27,Web,ONLINE,Credit Card
RTN-85328426,ORD-68663449,CUST-7436,zachary.lynn@yahoo.com,2026-03-12,Changed mind,Refund,1199.79,Social Media,ONLINE,PayPal
RTN-17459279,ORD-36461117,CUST-8201,paul.thompson@yahoo.com,2026-02-28,Found a better price,Refund,443.01,Social Media,ONLINE,Credit Card
RTN-19703304,ORD-83442913,GUEST-103938,john72@example.org,2026-03-06,Wrong item,Refund,1028.05,Phone,CSR-0013,Credit Card
RTN-38659182,ORD-31486010,GUEST-100506,bradylaura@example.org,2026-03-09,No longer needed,  Refund ,65.0,Phone,CSR-0008,Credit Card
RTN-53606696,ORD-26542970,CUST-7610,zachary.harper@yahoo.com,2026-03-13,No longer needed,Refund,1039.09,Web,,Credit Card
RTN-71353750,ORD-45261319,CUST-7361,albert.owens@hotmail.com,2026-02-20,Product did not match description,Refund,87.81,Phone,CSR-0017,Apple Pay
RTN-40355776,ORD-06824968,CUST-8084,jose.carpenter@yahoo.com,2026-03-07,Wrong item,Refund,3055.53,Social Media,ONLINE,Credit Card
RTN-15078669,ORD-31104071,CUST-7329,amber.mendoza@yahoo.com,2026-02-21,No longer needed,Refund,2517.89,Ebay,ONLINE,Apple Pay
RTN-37167169,ORD-31104071,CUST-7329,amber.mendoza@yahoo.com,2026-05-21,No longer needed,  Refund  ,0.0,Ebay,ONLINE,Apple Pay
RTN-64537187,ORD-07726639,GUEST-100758,kathyrobinson@example.net,2026-02-19,Arrived damaged,Refund,1503.61,Web,ONLINE,Credit Card
RTN-06348709,ORD-41952173,GUEST-102142,thomasnorton@example.net,2026-02-24,No longer needed,Refund,396.68,Web,ONLINE,PayPal
RTN-04021157,ORD-95644687,CUST-10789,donna.gonzales@gmail.com,2026-02-23,NO LONGER NEEDED,refund,2688.87,Ebay,ONLINE,Credit Card
RTN-70889723,ORD-69965367,GUEST-103342,thomas45@example.org,2026-04-20,Product did not match description,Refund,1583.69,Web,ONLINE,ACH
RTN-35690390,ORD-68008952,CUST-10160,hunter.juarez@hotmail.com,2026-02-28,Arrived damaged,Refund,335.39,Web,ONLINE,Apple Pay
RTN-05981978,ORD-12892264,GUEST-101144,elizabethroberts@example.org,2026-02-23,Arrived damaged,Refund,1493.38,Web,ONLINE,PayPal
RTN-17802836,ORD-59384930,CUST-5701,kevin.lewis@gmail.com,2026-02-27,Found a better price,Refund,307.54,Social Media,ONLINE,Credit Card
RTN-33376034,ORD-50508150,CUST-8072,amanda.shah@gmail.com,2026-02-26,Damaged in transit,Refund,1619.41,Social Media,ONLINE,ACH
RTN-00843274,ORD-72330180,GUEST-102310,baileymelanie@example.org,2026-02-27,Product did not match description,Refund,2986.92,  Ebay  ,ONLINE,PayPal
RTN-36901589,ORD-02684239,CUST-9834,denise.hardin@hotmail.com,2026-03-03,Product did not match description,refund,2018.29,Phone,CSR-0002,Credit Card
RTN-69474424,ORD-42340973,CUST-5311,mark.gonzalez@hotmail.com,2026-03-21,No longer needed,Refund,1594.87,Ebay,ONLINE,Credit Card
RTN-56510028,ORD-43542501,CUST-6678,carrie.duffy@gmail.com,2026-03-05, Changed mind ,Refund,811.45,Social Media,ONLINE,Credit Card
RTN-82798360,ORD-71103760,CUST-10565,charles.simmons@hotmail.com,2026-02-26,Wrong item,Refund,658.08,  Web  ,ONLINE,Credit Card
RTN-76360385,ORD-30653267,CUST-7520,nicholas.lyons@gmail.com,2026-03-12,No longer needed,Refund,93.23,Ebay,ONLINE,Credit Card
RTN-40791859,ORD-30653267,CUST-7520,nicholas.lyons@gmail.com,2026-04-02,Found a better price,Refund,235.66,Ebay,,Credit Card
RTN-94768522,ORD-04472594,CUST-10871,stacey.smith@gmail.com,2026-03-11,  Arrived damaged ,Refund,2127.45,Web,ONLINE,PayPal
RTN-92325785,ORD-04472594,CUST-10871,stacey.smith@gmail.com,2026-06-07,No longer needed,Refund,0.0,Web,ONLINE,PayPal
RTN-73713142,ORD-75452974,CUST-9878,gregory.wright@gmail.com,2026-03-13,  No longer needed ,Refund,1782.7,Ebay,ONLINE,Apple Pay
RTN-72857585,ORD-05628639,CUST-9081,pamela.wagner@yahoo.com,2026-03-23,Found a better price,Refund,1454.44,Web,ONLINE,Credit Card
RTN-34436992,ORD-30504342,CUST-9714,ana.patterson@gmail.com,2026-03-19,  Damaged in transit  ,Refund,248.11,Social Media,ONLINE,Credit Card
RTN-33520886,ORD-77316789,GUEST-103747,jacksonheidi@example.com,2026-04-26,Arrived damaged,REFUND,959.58,Web,ONLINE,Credit Card
RTN-95967835,ORD-91255453,CUST-7529,yvonne.jones@yahoo.com,2026-03-02,Changed mind,Refund,1116.58,Social Media,ONLINE,Credit Card
RTN-28770295,ORD-56559151,GUEST-102994,webbmichael@example.com,2026-05-01,Arrived damaged,Refund,2134.69,Web,ONLINE,Credit Card
RTN-53378281,ORD-56559151,GUEST-102994,webbmichael@example.com,2026-05-19,Wrong item,Refund,0.0,Web,ONLINE,Credit Card
RTN-87430598,ORD-49120556,CUST-5138,hannah.robinson@yahoo.com,2026-03-11,Damaged in transit,Refund,288.33,Phone,CSR-0009,Credit Card
RTN-03757380,ORD-29011398,CUST-6697,kathryn.riley@hotmail.com,2026-04-02,Defective,Refund,2726.04,Web,ONLINE,Credit Card
RTN-41509450,ORD-92497728,GUEST-101495,zcollins@example.com,2026-03-14,Product did not match description,Refund,2082.28,NewEgg,ONLINE,Credit Card
RTN-03467945,ORD-70211078,CUST-5297,dawn.perry@yahoo.com,2026-03-24,Product did not match description,Refund,1434.12,Phone,CSR-0011,PayPal
RTN-35883972,ORD-75656324,CUST-10655,connor.hammond@gmail.com,2026-03-26,Wrong item,Refund,609.68,Web,ONLINE,Apple Pay
RTN-81973800,ORD-75656324,CUST-10655,connor.hammond@gmail.com,2026-04-18,Changed mind,Refund,0.0,Web,ONLINE,Apple Pay
RTN-15287739,ORD-04230135,CUST-9185,brian.johnson@yahoo.com,2026-03-12,Changed mind,Refund,1514.59,Phone,CSR-0005,Credit Card
RTN-41002454,ORD-36171265,CUST-5494,theresa.davis@gmail.com,2026-03-08,Changed mind,Refund,1234.24,Phone,CSR-0014,PayPal
RTN-35834619,ORD-30828922,CUST-10122,melissa.vega@yahoo.com,2026-03-12,Arrived damaged,Refund,2432.45,Ebay,ONLINE,PayPal
RTN-48657153,ORD-02124545,GUEST-101148,paul50@example.net,2026-03-27,Defective,Refund,1872.45,web,ONLINE,PayPal
RTN-78054022,ORD-18125582,CUST-7561,luis.smith@gmail.com,2026-03-07,Item arrived late,Refund,6136.07,Web,ONLINE,Credit Card
RTN-81019520,ORD-22124637,CUST-8582,robert.thomas@hotmail.com,2027-02-04,Wrong item,Refund,2134.52,Web,ONLINE,Credit Card
RTN-62337814,ORD-85197464,GUEST-101975,johnathanjones@example.com,2026-03-29, Changed Mind ,Refund,622.95,Web,ONLINE,Google Pay
RTN-18051989,ORD-45778310,CUST-7493,tamara.jackson@yahoo.com,2026-03-26,No longer needed,Refund,835.72,  SOCIAL MEDIA ,ONLINE,Credit Card
RTN-42066885,ORD-24470507,CUST-9000,patrick.king@hotmail.com,2026-03-16,Damaged in transit,Refund,302.54,Ebay,ONLINE,Apple Pay
RTN-20168970,ORD-11946208,GUEST-100471,jturner@example.org,2026-03-16,Item arrived late,Refund,667.14,Web,ONLINE,ACH
RTN-47136638,ORD-15054388,CUST-6877,jessica.ward@gmail.com,2026-03-14,Arrived damaged,Refund,2734.45,Social Media,ONLINE,Credit Card
RTN-49274662,ORD-20052944,GUEST-100841,vlawson@example.com,2026-03-10,Found a better price,refund,645.41,Web,ONLINE,PayPal
RTN-58584044,ORD-30937733,CUST-7575,anthony.johnson@yahoo.com,2026-05-05, No longer needed ,Refund,1900.18,Phone,CSR-0020,Apple Pay
RTN-28356599,ORD-14779953,GUEST-103371,kaylaelliott@example.net,2026-03-27,Defective,refund,976.25, Ebay ,ONLINE,Credit Card
RTN-94899014,ORD-47336283,CUST-8824,paige.martinez@gmail.com,2026-03-28,No longer needed,Refund,342.76,Phone,CSR-0003,Credit Card
RTN-85363880,ORD-96082925,CUST-5711,catherine.hughes@gmail.com,2026-09-12,Changed mind,Refund,312.21,Web,ONLINE,PayPal
RTN-26233928,ORD-96082925,CUST-5711,catherine.hughes@gmail.com,2026-10-12,Wrong item,Refund,122.97,Web,ONLINE,PayPal
RTN-66781462,ORD-29016260,CUST-10401,robin.cameron@hotmail.com,2026-04-12,Damaged in transit,Refund,1651.07,Web,ONLINE,Apple Pay
RTN-87552385,ORD-12156544,CUST-7609,linda.newman@gmail.com,2026-03-14,FOUND A BETTER PRICE,Refund,3554.5,Social Media,ONLINE,Credit Card
RTN-86509714,ORD-48423767,CUST-9816,elizabeth.herrera@yahoo.com,2026-12-10,Found a better price,Refund,303.73,Web,ONLINE,Credit Card
