order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,gross_total,net_total,total_discount_amount,payment_method,shipping_speed,shipping_cost,agent_id,actual_shipping_cost,payment_processing_fee,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-74943727,2,2026-04-14T06:34:49,GUEST-100978,tiffany24@example.org,Ebay,False,Platinum,866.36,866.36,0.0,PayPal,standard,5.0,ONLINE,4.0,25.99,"4537 Flores Lane Apt. 954, Gravesmouth, PW 90858","4537 Flores Lane Apt. 954, Gravesmouth, PW 90858",High,False
ORD-25944860,6,2026-04-14T06:41:33,CUST-7814,james.ortiz@gmail.com,Web,False,Silver,443.49,441.91,1.58,Credit Card,Standard,5.0,ONLINE,4.14,11.05,"41108 Day Corners Suite 409, East Christina, TX 88631","41108 Day Corners Suite 409, East Christina, TX 88631",Medium,False
ORD-00049380,4,2026-04-14T07:35:08,CUST-6477,jose.schmitt@hotmail.com,Phone,False,Platinum,1028.21,1028.21,0.0,Credit Card,Standard,5.0,CSR-0006,4.4,25.71,"4716 Johnson Greens, Katiestad, HI 56880","4716 Johnson Greens, Katiestad, HI 56880", High ,False
ORD-28467284,3,2026-04-14T07:56:24,CUST-5685,brandon.hernandez@gmail.com,Web,False,Gold,649.69,625.62,24.07,Credit Card,Standard,5.0,ONLINE,4.84,15.64,"93096 Miller Spur, Davisville, FL 52643","93096 Miller Spur, Davisville, FL 52643",Medium,False
ORD-29702564,1,2026-04-14T08:17:19,CUST-7325,pamela.lowe@gmail.com,Web,True,Silver,431.94,431.94,0.0,PayPal,Standard,5.0,ONLINE,4.94,12.96,"972 Johnson Glen, Richardmouth, FM 31075","972 Johnson Glen, Richardmouth, FM 31075",Medium,False
ORD-33296323,9,2026-04-14T08:24:37,CUST-6697,kathryn.riley@hotmail.com,Ebay,True,Platinum,4422.6,4301.56,121.04,CREDIT CARD,Standard,5.0,ONLINE,4.03,107.54,"1535 Jared Pike Suite 895, Lake Rebeccatown, MA 32260","1535 Jared Pike Suite 895, Lake Rebeccatown, MA 32260",High,False
ORD-54418143,4,2026-04-14T08:32:48,GUEST-103592,jenniferrojas@example.net,Phone,True,Gold,813.5,685.89,127.61,Apple Pay,Standard,5.0,CSR-0020,4.84,13.72,"6189 Savage Estate, East Kristinside, MT 07121","6189 Savage Estate, East Kristinside, MT 07121",High,False
ORD-74686808,6,2026-04-14T08:37:16,CUST-6339,sarah.dyer@yahoo.com,Ebay,False,Platinum,1512.3,1443.86,68.44,PayPal,Standard,5.0,ONLINE,3.83,43.32,"006 Cynthia Dam, Wyattchester, SD 62870","006 Cynthia Dam, Wyattchester, SD 62870",High,False
ORD-64732563,6,2026-04-14T09:51:30,CUST-7694,amy.wright@yahoo.com,Web,False,Platinum,1164.18,1164.18,0.0,PayPal,Standard,5.0,ONLINE,4.28,34.93,"436 Justin Via, Paulshire, NV 73598","436 Justin Via, Paulshire, NV 73598",High,False
ORD-05272919,1,2026-04-14T09:57:56,CUST-8472,cory.hines@gmail.com,NewEgg,False,Silver,338.36,256.85,81.51,Credit Card,Standard,5.0,ONLINE,3.9,6.42,"25496 Tara Stream Apt. 348, Kelseyborough, MO 69338","25496 Tara Stream Apt. 348, Kelseyborough, MO 69338",Medium,False
ORD-06379007,3,2026-04-14T10:04:10,CUST-9649,tammy.collins@hotmail.com,Ebay,False,Platinum,811.36,811.36,0.0,Credit Card,Standard,5.0,ONLINE,4.51,20.28,"8352 Cynthia Lodge Apt. 784, Port Jeffrey, LA 99794","8352 Cynthia Lodge Apt. 784, Port Jeffrey, LA 99794",High,False
ORD-08473678,6,2026-04-14T10:06:43,CUST-8158,scott.jones@gmail.com,Web,False,Platinum,2704.56,2451.75,252.81, Credit Card  ,Overnight,80.0,ONLINE,63.46,61.29,"38616 Eric Drive Suite 421, Spencerburgh, UT 61871","38616 Eric Drive Suite 421, Spencerburgh, UT 61871",High,False
ORD-00592575,8,2026-04-14T10:24:20,CUST-8767,james.carr@yahoo.com,Phone,False,Platinum,4344.75,4334.27,10.48,Credit Card,Overnight,80.0,CSR-0019,76.13,108.36,"8117 Orozco Green, Elizabethfort, MO 87335","8117 Orozco Green, Elizabethfort, MO 87335",High,False
ORD-27602854,6,2026-04-14T11:24:28,CUST-6973,kelly.ramsey@hotmail.com,Social Media,False,Gold,923.2,902.2,21.0,Credit Card,Standard,5.0,ONLINE,4.88,22.56,"0177 Jeremy Ways Suite 010, Wardfurt, AZ 45851","0177 Jeremy Ways Suite 010, Wardfurt, AZ 45851",High,False
ORD-71985031,5,2026-04-14T11:24:47,CUST-11082,margaret.castro@hotmail.com,Web,False,Platinum,1831.47,1810.44,21.03,Credit Card,standard,5.0,ONLINE,4.64,45.26,"31487 Evans Pine Suite 581, New Rhonda, WY 25471","31487 Evans Pine Suite 581, New Rhonda, WY 25471",High,False
ORD-71698614,3,2026-04-14T11:26:45,CUST-10643,tracy.russell@yahoo.com,NewEgg,False,Silver,405.51,405.51,0.0,Credit Card,Two-Day,45.0,ONLINE,36.83,10.14,"Unit 3640 Box 6744, DPO AE 70558","Unit 3640 Box 6744, DPO AE 70558",Medium,False
ORD-71327871,7,2026-04-14T11:35:23,GUEST-103699,meganarnold@example.org,NewEgg,False,Platinum,1446.72,1339.14,107.58,PayPal,Standard,5.0,ONLINE,4.83,40.17,"12388 Sanders Prairie, Lake Robertland, ND 16544","12388 Sanders Prairie, Lake Robertland, ND 16544",High,False
ORD-39356657,3,2026-04-14T11:37:17,GUEST-100532,stephanie61@example.com,Ebay,False,Gold,917.65,917.65,0.0,Google Pay,Overnight,80.0,ONLINE,73.41,18.35,"Unit 5654 Box 9651, DPO AA 96148","Unit 5654 Box 9651, DPO AA 96148",High,False
ORD-78752706,7,2026-04-14T12:22:11,CUST-9101,angel.sullivan@gmail.com,Web,False,Platinum,3263.75,3238.17,25.58,Credit Card,Standard,5.0,ONLINE,4.66,80.95,"PSC 1463, Box 7073, APO AE 48882","PSC 1463, Box 7073, APO AE 48882",High,False
ORD-95773684,5,2026-04-14T12:25:34,CUST-11008,marilyn.hayes@hotmail.com,Ebay,False,Platinum,3754.23,3510.19,244.04,Credit Card,Standard,5.0,ONLINE,4.33,87.75,"823 Saunders Meadows Suite 811, Codyberg, FM 81386","823 Saunders Meadows Suite 811, Codyberg, FM 81386",High,False
ORD-78331932,5,2026-04-14T12:58:16,CUST-7334,timothy.lane@hotmail.com,Ebay,False,Platinum,1654.65,1654.65,0.0,Google Pay,Standard,5.0,ONLINE,4.9,33.09,"7360 Samantha Way Apt. 124, Annaland, MI 36509","7360 Samantha Way Apt. 124, Annaland, MI 36509",High,False
ORD-25332695,7,2026-04-14T13:22:35,CUST-7881,raymond.hart@yahoo.com,Web,False,Platinum,3147.66,2966.38,181.28,Credit Card,Two-Day,45.0,ONLINE,35.56,74.16,"2064 Stephanie Port, New Deborahmouth, WA 02318","2064 Stephanie Port, New Deborahmouth, WA 02318", High ,False
ORD-91106042,1,2026-04-14T14:01:11,GUEST-102437,rhardy@example.org,Phone,False,Silver,163.58,134.76,28.82,Credit Card,Standard,5.0,CSR-0008,4.84,3.37,"497 Martin Island Suite 709, Lake Melissa, DC 92259","497 Martin Island Suite 709, Lake Melissa, DC 92259",Low,False
ORD-02806264,4,2026-04-14T17:37:15,CUST-6286,karen.ashley@hotmail.com,Ebay,True,Silver,416.9,399.22,17.68,ACH,Standard,5.0,ONLINE,4.3,3.99,"47254 Ryan Highway Apt. 689, New Gregory, PR 57438","47254 Ryan Highway Apt. 689, New Gregory, PR 57438",Medium,False
ORD-39258354,8,2026-04-14T18:52:42,CUST-10746,corey.aguilar@gmail.com,Web,False,Platinum,2465.84,2465.84,0.0,Credit Card,Overnight,80.0,ONLINE,67.62,61.65,"01051 Adam Drives, South Jamesburgh, MI 44961","01051 Adam Drives, South Jamesburgh, MI 44961",High,False
ORD-24989649,9,2026-04-14T18:55:27,CUST-9604,anthony.williams@hotmail.com,NewEgg,False,Platinum,3538.49,3343.77,194.72,Credit Card,Standard,5.0,ONLINE,4.81,83.59,"716 Anthony Spring Suite 212, North Davidton, MN 46292","716 Anthony Spring Suite 212, North Davidton, MN 46292", High ,False
ORD-93306411,6,2026-04-14T19:33:04,CUST-5312,antonio.carroll@yahoo.com,Phone,False,Platinum,1188.55,1175.63,12.92,CREDIT CARD,Overnight,80.0,CSR-0015,63.75,29.39,"97265 Stephen Fields, Theresaborough, MA 17174","97265 Stephen Fields, Theresaborough, MA 17174",High,False
ORD-24923464,7,2026-04-14T19:49:09,CUST-7974,monica.johnson@gmail.com,Ebay,False,Platinum,1830.63,1756.27,74.36,PayPal,Overnight,80.0,ONLINE,68.66,52.69,"9779 Scott Motorway, Mitchellburgh, TN 06259","9779 Scott Motorway, Mitchellburgh, TN 06259",High,False
ORD-09905812,3,2026-04-14T19:57:30,CUST-6924,mercedes.bell@yahoo.com,Web,True,Platinum,1863.87,1598.86,265.01,Credit Card,Standard,5.0,ONLINE,4.72,39.97,"70267 Carrie Lights, West Melissaport, RI 12824","70267 Carrie Lights, West Melissaport, RI 12824",High,False
ORD-91660872,2,2026-04-14T21:17:54,GUEST-103821,michael92@example.com,Web,True,Gold,758.22,758.22,0.0,PayPal,Overnight,80.0,ONLINE,67.8,22.75,"46537 Stephanie Fords Suite 636, Baldwinberg, VT 17570","46537 Stephanie Fords Suite 636, Baldwinberg, VT 17570",High,False
ORD-78178765,2,2026-04-14T21:37:40,CUST-11081,stephanie.lopez@yahoo.com,Web,False,Silver,468.88,458.22,10.66,Credit Card,Standard,5.0,ONLINE,4.46,11.46,"05627 Emily Parks Apt. 537, Port Paul, NJ 80827","05627 Emily Parks Apt. 537, Port Paul, NJ 80827",MEDIUM,False
ORD-69417705,4,2026-04-14T22:01:50,CUST-6947,brian.cowan@hotmail.com,NewEgg,True,Gold,639.42,635.18,4.24,Credit Card,Standard,5.0,ONLINE,4.67,15.88,"70995 Christopher Canyon Apt. 562, Timothyfurt, DC 09539","70995 Christopher Canyon Apt. 562, Timothyfurt, DC 09539",Medium,False
ORD-67433086,9,2026-04-14T22:12:31,CUST-5152,robert.martin@gmail.com,Web,True,Platinum,2086.18,1891.88,194.3,Apple Pay,Standard,5.0,ONLINE,3.83,37.84,"Unit 7359 Box 7746, DPO AP 69636","Unit 7359 Box 7746, DPO AP 69636",High,False
ORD-67281624,4,2026-04-14T23:19:19,CUST-6860,thomas.frey@yahoo.com,Social Media,False,Platinum,1175.81,1158.21,17.6,Credit Card,Standard,5.0,ONLINE,4.2,28.96,"341 Kristen Burg, East Justin, AL 94034","341 Kristen Burg, East Justin, AL 94034", High  ,False
ORD-53126158,5,2026-04-14T23:37:54,CUST-7055,deborah.russo@yahoo.com,Social Media,False,Platinum,1250.49,1215.67,34.82,PayPal,Standard,5.0,ONLINE,4.17,36.47,"50819 Jerry Spring, East Thomas, VI 34343","50819 Jerry Spring, East Thomas, VI 34343",High,False
ORD-04474591,11,2026-04-15T00:26:21,CUST-9102,lindsay.cross@yahoo.com,Web,False,Platinum,6272.18,5807.42,464.76,Credit Card,Standard,5.0,ONLINE,4.93,145.19,"23839 Linda Avenue Apt. 461, West Jenniferton, MI 27777","23839 Linda Avenue Apt. 461, West Jenniferton, MI 27777",High,False
ORD-33487851,3,2026-04-15T01:51:13,CUST-11084,dennis.dodson@hotmail.com,Social Media,False,Platinum,1404.98,1404.98,0.0,PayPal,Standard,5.0,ONLINE,4.6,42.15,"6288 Turner Plains, Dickersonbury, AS 03440","6288 Turner Plains, Dickersonbury, AS 03440",High,False
ORD-97107086,12,2026-04-15T02:05:46,CUST-6846,william.reese@yahoo.com,Ebay,True,Platinum,4231.22,4179.21,52.01,Apple Pay,Standard,5.0,ONLINE,4.27,83.58,"64293 Laura Skyway Suite 614, New Jessica, MP 95896","64293 Laura Skyway Suite 614, New Jessica, MP 95896",High,False
ORD-35545889,9,2026-04-15T02:43:59,CUST-7456,stephanie.benson@hotmail.com,Phone,True,Platinum,2319.93,2265.64,54.29,Apple Pay, Two-Day  ,45.0,CSR-0014,39.13,45.31,"0098 Jessica Plains, Williamsfort, FL 10483","0098 Jessica Plains, Williamsfort, FL 10483",High,False
ORD-15549743,12,2026-04-15T02:59:19,CUST-9179,zachary.murray@yahoo.com,Social Media,False,Platinum,5727.53,5321.09,406.44,PayPal,Standard,5.0,ONLINE,4.55,159.63,"0443 Deanna Manor, Kellyfort, AK 19686","0443 Deanna Manor, Kellyfort, AK 19686",High,False
ORD-58860177,6,2026-04-15T03:12:43,CUST-8642,jacqueline.patrick@gmail.com,Social Media,False,Platinum,4033.81,4033.81,0.0,Credit Card,Overnight,80.0,ONLINE,67.46,100.85,"Unit 7905 Box 8861, DPO AA 55357","Unit 7905 Box 8861, DPO AA 55357",High,False
ORD-07701243,6,2026-04-15T03:14:38,CUST-10655,connor.hammond@gmail.com,Web,False,Platinum,1137.77,1080.06,57.71,PayPal,Two-Day,45.0,ONLINE,38.36,32.4,"PSC 1247, Box 2093, APO AP 31772","PSC 1247, Box 2093, APO AP 31772",High,False
ORD-22181663,3,2026-04-15T03:19:10,CUST-7345,ronnie.jimenez@hotmail.com,Web,False,Gold,980.25,980.25,0.0,Credit Card,Standard,5.0,ONLINE,4.37,24.51,"81180 David Lock Suite 359, East Jodyhaven, HI 88788","81180 David Lock Suite 359, East Jodyhaven, HI 88788",High,False
ORD-16771266,2,2026-04-15T04:22:44,GUEST-103945,shawnmcdonald@example.org,Phone,True,Gold,520.24,520.24,0.0,Apple Pay,Standard,5.0,CSR-0020,4.89,10.4,"4237 Monica Bridge, East Debbie, MN 10388","4237 Monica Bridge, East Debbie, MN 10388",Medium,False
ORD-43773364,7,2026-04-15T05:12:14,CUST-5669,jennifer.alvarado@yahoo.com,Social Media,False,Platinum,3106.54,3051.92,54.62,Credit Card,Two-Day,45.0,ONLINE,36.3,76.3,"52386 Myers Flat Apt. 097, Omarland, RI 08821","52386 Myers Flat Apt. 097, Omarland, RI 08821",High,False
ORD-43816923,1,2026-04-15T05:28:08,CUST-8320,john.burke@yahoo.com,Social Media,True,Silver,181.46,181.46,0.0,Credit Card,Standard,5.0,ONLINE,4.25,4.54,"024 Ross Terrace Suite 502, Joneshaven, OK 30275","024 Ross Terrace Suite 502, Joneshaven, OK 30275",Medium,False
ORD-48022280,10,2026-04-15T06:35:04,CUST-7460,laurie.chang@hotmail.com,Social Media,False,Platinum,4991.94,4526.61,465.33,Apple Pay,Standard,5.0,ONLINE,4.02,90.53,"Unit 2652 Box 8100, DPO AA 37651","Unit 2652 Box 8100, DPO AA 37651",High,False
ORD-02644108,1,2026-04-15T06:45:53,CUST-9075,paul.baker@hotmail.com,Ebay,False,Silver,212.5,212.5,0.0, Credit Card  ,Two-Day,45.0,ONLINE,39.61,5.31,"28239 Joseph Radial, Julieview, IA 12288","28239 Joseph Radial, Julieview, IA 12288",Low,False
ORD-79362327,7,2026-04-15T06:46:05,CUST-8751,nathaniel.brown@gmail.com,Social Media,False,Platinum,1310.22,1310.22,0.0,Credit Card,Standard,5.0,ONLINE,4.91,32.76,"422 Thomas Creek Apt. 284, West Ashley, SD 66430","422 Thomas Creek Apt. 284, West Ashley, SD 66430",High,False
ORD-19106322,3,2026-04-15T07:00:28,GUEST-102992,dclark@example.org,Web,False,Gold,737.6,737.6,0.0,PAYPAL,  Standard ,5.0,ONLINE,4.36,22.13,"USCGC Williams, FPO AA 91632","USCGC Williams, FPO AA 91632",Medium,False
ORD-17254020,7,2026-04-15T07:10:13,CUST-5697,david.arroyo@yahoo.com,Social Media,False,Platinum,1935.83,1935.83,0.0,Credit Card,Standard,5.0,ONLINE,3.87,48.4,"11708 Reilly Pass Apt. 186, Kevinberg, GA 99831","11708 Reilly Pass Apt. 186, Kevinberg, GA 99831",High,False
ORD-76444107,3,2026-04-15T07:24:45,GUEST-103646,lweber@example.org,Phone,False,Gold,445.59,412.69,32.9,Credit Card,Overnight,80.0,CSR-0004,66.83,10.32,"080 Katie Islands, Sanchezborough, PA 96357","080 Katie Islands, Sanchezborough, PA 96357",High,False
ORD-38336545,4,2026-04-15T07:35:19,CUST-8720,steven.sutton@hotmail.com,Phone,True,Platinum,1216.95,1216.95,0.0,PayPal,Standard,5.0,CSR-0019,3.88,36.51,"3573 Carroll Crossroad Suite 079, Brycemouth, GA 90530","3573 Carroll Crossroad Suite 079, Brycemouth, GA 90530",High,False
ORD-93168061,1,2026-04-15T08:11:59,GUEST-103541,garrisonrandy@example.org,Web,False,Silver,230.71,230.71,0.0,Credit Card,Standard,5.0,ONLINE,4.88,5.77,"6107 Castro Vista, West Lisaburgh, VI 39070","6107 Castro Vista, West Lisaburgh, VI 39070",Low,False
ORD-46818923,15,2026-04-15T09:12:09,CUST-5921,lisa.dorsey@gmail.com,Phone,False,Platinum,4239.72,4173.66,66.06,Credit Card,Standard,5.0,CSR-0017,4.63,104.34,"Unit 6610 Box 2563, DPO AA 23293","Unit 6610 Box 2563, DPO AA 23293",High,False
ORD-91591730,6,2026-04-15T09:14:12,CUST-8897,emily.hansen@hotmail.com,Web,False,Gold,921.45,829.52,91.93,credit card,Standard,5.0,ONLINE,4.76,20.74,"30980 Jacob Throughway Suite 501, New Melissashire, AR 42909","30980 Jacob Throughway Suite 501, New Melissashire, AR 42909",High,False
ORD-71762237,6,2026-04-15T09:16:29,CUST-7428,amber.king@gmail.com,Ebay,False,Platinum,1098.16,1053.44,44.72,Credit Card,Standard,5.0,ONLINE,3.92,26.34,"7407 Keith Trail Apt. 187, Garciafort, PA 03406","7407 Keith Trail Apt. 187, Garciafort, PA 03406",High,False
ORD-64864063,15,2026-04-15T09:39:11,CUST-8889,christopher.turner@gmail.com,Social Media,True,Platinum,4909.8,4773.04,136.76,Apple Pay,Overnight,80.0,ONLINE,62.03,95.46,"PSC 6954, Box 7394, APO AE 50332","PSC 6954, Box 7394, APO AE 50332",High,False
ORD-01528144,7,2026-04-15T09:54:01,CUST-5799,rachel.murray@yahoo.com,Ebay,False,Platinum,2992.24,2851.82,140.42,Apple Pay,Standard,5.0,,3.83,57.04,"21797 Lori Hills, Lake Charlene, VI 59726","21797 Lori Hills, Lake Charlene, VI 59726",High,False
ORD-79671551,3,2026-04-15T10:04:49,CUST-8832,thomas.hardy@yahoo.com,Web,False,Gold,783.61,698.68,84.93,Apple Pay,Standard,5.0,ONLINE,4.24,13.97,"47084 Ramirez Points, West Ashley, NY 73210","47084 Ramirez Points, West Ashley, NY 73210",High,False
ORD-35045461,6,2026-04-15T10:09:00,CUST-6630,julie.reilly@gmail.com,Web,False,Platinum,1209.61,1191.5,18.11,Credit Card,Standard,5.0,ONLINE,4.02,29.79,"Unit 7384 Box 1096, DPO AE 04260","Unit 7384 Box 1096, DPO AE 04260",High,False
ORD-36498257,15,2026-04-15T10:12:44,CUST-5410,nicholas.maynard@gmail.com,Web,False,Platinum,7189.75,7057.68,132.07,Credit Card,Standard,5.0,ONLINE,4.41,176.44,"314 Jennifer Port, South Lorraine, MD 57337","314 Jennifer Port, South Lorraine, MD 57337",High,False
ORD-96473082,3,2026-04-15T11:09:17,CUST-6806,robert.harvey@gmail.com,Web,True,Silver,157.07,157.07,0.0,PayPal,Overnight,80.0,ONLINE,75.52,4.71,"369 Good Tunnel Suite 958, South Steven, AR 91356","369 Good Tunnel Suite 958, South Steven, AR 91356",Low,False
ORD-98280117,2,2026-04-15T12:02:07,CUST-5624,sarah.sloan@hotmail.com,Ebay,True,Gold,682.88,566.69,116.19,Credit Card,Standard,5.0,ONLINE,4.72,14.17,"9848 Williams Isle, South Bridgetland, NJ 55190","9848 Williams Isle, South Bridgetland, NJ 55190",Medium,False
ORD-16574605,8,2026-04-15T12:44:10,CUST-8107,denise.shepherd@yahoo.com,Phone,False,Platinum,2338.23,2229.39,108.84,Credit Card,STANDARD,5.0,CSR-0005,4.83,55.73,"0095 Norman Spring, Lindamouth, IN 20199","0095 Norman Spring, Lindamouth, IN 20199",High,False
ORD-08598025,7,2026-04-15T12:48:07,CUST-9995,madeline.hernandez@hotmail.com,Social Media,False,Platinum,2963.47,2786.6,176.87,Apple Pay,Two-Day,45.0,ONLINE,38.43,55.73,"4267 Mack Mission Suite 867, East Aaron, NM 41415","4267 Mack Mission Suite 867, East Aaron, NM 41415",High,False
ORD-00442816,4,2026-04-15T13:02:44,CUST-7547,todd.wilson@yahoo.com,Web,False,Platinum,1385.5,1385.5,0.0,Credit Card,Standard,5.0,ONLINE,4.01,34.64,"488 Susan Mall Apt. 043, Port April, DC 61017","488 Susan Mall Apt. 043, Port April, DC 61017",High,False
ORD-31834882,9,2026-04-15T14:02:27,CUST-9191,brian.davis@hotmail.com,Phone,False,Platinum,2861.91,2826.06,35.85,Credit Card,Standard,5.0,CSR-0001,4.91,70.65,"58977 Saunders Shoal Apt. 439, Tateview, SD 61025","58977 Saunders Shoal Apt. 439, Tateview, SD 61025",high,False
ORD-97006755,8,2026-04-15T14:16:34,CUST-8946,michelle.brown@gmail.com,Phone,False,Platinum,1945.2,1936.22,8.98,Credit Card,Standard,5.0,CSR-0004,4.03,48.41,"5826 Steven Junction Apt. 961, New Michaelburgh, DE 61556","5826 Steven Junction Apt. 961, New Michaelburgh, DE 61556",High,False
ORD-79875747,3,2026-04-15T14:27:00,CUST-8528,kyle.nguyen@yahoo.com,Web,False,Gold,778.9,778.9,0.0,PayPal,Overnight,80.0,ONLINE,63.02,23.37,"8373 Baker Path Suite 691, Kimberlymouth, WY 43633","8373 Baker Path Suite 691, Kimberlymouth, WY 43633",High,False
ORD-74685561,5,2026-04-15T15:06:30,CUST-8595,madison.hall@yahoo.com,Ebay,False,Platinum,2364.66,2060.25,304.41,apple pay,Overnight,80.0,ONLINE,73.47,41.2,"3034 Rogers Islands, Michaeltown, WV 23998","3034 Rogers Islands, Michaeltown, WV 23998",High,False
ORD-03943408,2,2026-04-15T15:08:10,CUST-10798,melissa.bradford@hotmail.com,Phone,False,Gold,675.42,675.42,0.0,  Credit Card ,Standard,5.0,CSR-0006,4.36,16.89,"72799 Williams Village Apt. 771, North Debbie, HI 69822","72799 Williams Village Apt. 771, North Debbie, HI 69822",Medium,False
ORD-99000743,1,2026-04-15T15:46:15,CUST-8032,andrea.lopez@hotmail.com,Web,True,Silver,158.18,158.18,0.0,Credit Card,Overnight,80.0,ONLINE,59.64,3.95,"452 Kaitlyn Club Suite 338, Smithton, MN 23273","452 Kaitlyn Club Suite 338, Smithton, MN 23273",Low,False
ORD-13238655,2,2026-04-15T15:47:29,CUST-5628,benjamin.lopez@hotmail.com,Ebay,False,Gold,548.29,548.29,0.0,Credit Card,Overnight,80.0,,63.68,13.71,"23979 Theresa Summit Apt. 787, Morrisstad, ID 06001","23979 Theresa Summit Apt. 787, Morrisstad, ID 06001",Medium,False
ORD-50658232,9,2026-04-15T15:54:15,CUST-7399,daisy.hooper@yahoo.com,Web,False,Platinum,5441.38,5441.38,0.0,Credit Card,Overnight,80.0,ONLINE,76.87,136.03,"420 Barnes Lakes, West Eric, SD 65054","420 Barnes Lakes, West Eric, SD 65054",High,False
ORD-57454927,8,2026-04-15T15:58:18,CUST-7957,glenn.erickson@gmail.com,Ebay,False,Platinum,2598.09,2540.44,57.65,Credit Card,Standard,5.0,ONLINE,3.83,63.51,"PSC 7702, Box 8748, APO AP 92057","PSC 7702, Box 8748, APO AP 92057",High,False
ORD-23554094,6,2026-04-15T17:05:38,CUST-7473,john.lowe@gmail.com,Web,False,Platinum,1418.78,1418.78,0.0, Credit Card  ,Standard,5.0,ONLINE,4.44,35.47,"603 Amber Ridge, Lake Karen, MN 53281","603 Amber Ridge, Lake Karen, MN 53281",High,False
ORD-16236423,14,2026-04-15T17:09:22,CUST-7588,keith.heath@yahoo.com,Social Media,False,Platinum,7379.68,7153.23,226.45,ACH,Standard,5.0,ONLINE,3.84,71.53,"Unit 7921 Box 1700, DPO AA 21813","Unit 7921 Box 1700, DPO AA 21813",High,False
ORD-11656065,9,2026-04-15T18:18:37,CUST-7995,charles.williamson@yahoo.com,Social Media,False,Platinum,2979.37,2806.31,173.06,Apple Pay,Standard,5.0,ONLINE,4.07,56.13,"5285 Jeffrey Haven, Phamborough, GA 12433","5285 Jeffrey Haven, Phamborough, GA 12433",High,False
ORD-32370630,7,2026-04-15T18:26:11,CUST-6065,peter.andrews@gmail.com,Ebay,False,Platinum,1544.78,1494.27,50.51,Credit Card,Standard,5.0,ONLINE,4.28,37.36,"76716 Susan Parks Apt. 048, Hoffmanport, CT 66168","76716 Susan Parks Apt. 048, Hoffmanport, CT 66168",High,False
ORD-21110965,3,2026-04-15T18:38:01,CUST-5891,joseph.mckinney@yahoo.com,Phone,False,Platinum,2302.52,2302.52,0.0,Google Pay,Two-Day,45.0,CSR-0011,32.36,46.05,"0587 Nathaniel Fall Suite 413, New Mark, NV 74840","0587 Nathaniel Fall Suite 413, New Mark, NV 74840",High,False
ORD-00585884,14,2026-04-15T18:54:20,CUST-8802,matthew.martin@yahoo.com,Web,False,Platinum,9073.22,8693.9,379.32,Credit Card,Standard,5.0,ONLINE,4.44,217.35,"82959 Faulkner Bridge Suite 419, East Robin, NV 98274","82959 Faulkner Bridge Suite 419, East Robin, NV 98274",High,False
ORD-87996025,5,2026-04-15T19:28:56,CUST-9188,jennifer.jackson@yahoo.com,Web,False,Platinum,1150.19,1112.93,37.26,Credit Card,Standard,5.0,ONLINE,4.01,27.82,"1286 Marcus Mall Apt. 405, Robertport, VA 94012","1286 Marcus Mall Apt. 405, Robertport, VA 94012", High ,False
ORD-45737017,10,2026-04-15T19:52:16,CUST-10586,juan.young@gmail.com,Web,False,Platinum,2579.4,2493.74,85.66,Google Pay,Standard,5.0,ONLINE,3.9,49.87,"6562 Courtney Station, Howardville, FL 36831","6562 Courtney Station, Howardville, FL 36831",High,False
ORD-78021310,5,2026-04-15T21:09:46,CUST-5603,brent.patterson@yahoo.com,NewEgg,False,Platinum,1741.56,1705.23,36.33,Credit Card,Overnight,80.0,ONLINE,65.52,42.63,"601 Lisa Glens Suite 789, Williamchester, ID 35326","601 Lisa Glens Suite 789, Williamchester, ID 35326",High,False
ORD-55997833,1,2026-04-15T23:33:54,CUST-9609,laura.harvey@gmail.com,NewEgg,True,Platinum,73.18,73.18,0.0,PayPal,Two-Day,45.0,ONLINE,33.96,2.2,"847 Sara Camp Apt. 986, Garnerhaven, GU 90292","847 Sara Camp Apt. 986, Garnerhaven, GU 90292", High ,False
ORD-86928575,6,2026-04-15T23:49:39,GUEST-101406,rebeccawalker@example.org,Web,False,Platinum,1046.05,1046.05,0.0,Credit Card,Overnight,80.0,ONLINE,70.04,26.15,"1781 Rowe Camp Apt. 329, Beckyshire, OK 80384","1781 Rowe Camp Apt. 329, Beckyshire, OK 80384",High,False
ORD-27483785,5,2026-04-16T00:06:34,CUST-5599,michael.perez@yahoo.com,Web,False,Platinum,1187.99,1124.35,63.64,Credit Card,Standard,5.0,ONLINE,4.76,28.11,"812 Michaela Drive Apt. 781, East Courtney, MT 82502","812 Michaela Drive Apt. 781, East Courtney, MT 82502", High  ,False
ORD-46819401,8,2026-04-16T00:31:27,CUST-5891,joseph.mckinney@yahoo.com,Web,False,Platinum,2616.99,2590.93,26.06,Credit Card,Standard,5.0,ONLINE,4.32,64.77,"0587 Nathaniel Fall Suite 413, New Mark, NV 74840","0587 Nathaniel Fall Suite 413, New Mark, NV 74840",High,False
ORD-70034753,6,2026-04-16T01:17:24,CUST-5172,timothy.gibson@hotmail.com,Phone,True,Platinum,1779.5,1725.03,54.47,  Credit Card  , Standard  ,5.0,CSR-0009,4.29,43.13,"17426 Vaughn Route, Michaelbury, IN 18008","17426 Vaughn Route, Michaelbury, IN 18008",High,False
